GISJOIN,link
G08020000,"['https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division', 'https://www.denvergov.org/Government/Citywide-Programs-and-Initiatives/Denver-Smart-City', 'https://denvergov.org/Vehicles-Parking/Parking/Parking-Permits', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Tickets-and-Towing/Pay-a-Parking-Ticket', 'https://www.denvergov.org/files/assets/public/smart-city/documents/oncallagileprofessionalservices_requestforproposal_denversmartcity.pdf', 'https://www.denvergov.org/Government/Citywide-Programs-and-Initiatives/Denver-Smart-City/Innovative-Pilots-Partnerships', 'https://denvergov.org/Government/Make-a-Payment/Park-Citations', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Street-Parking', 'https://www.denvergov.org/Government/Citywide-Programs-and-Initiatives/Denver-Smart-City/Connected-Mobility', 'https://denvergov.org/Vehicles-Parking/Parking/Tickets-Towing', 'https://www.denvergov.org/content/denvergov/en/home-page/on-street-parking-and-meters/meter-repairs.html', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parks-Recreation/Appeal-a-Park-Citation', 'https://www.denvergov.org/content/denvergov/en/home-page/parking-officer-compliments-and-complaints.html', 'https://www.denvergov.org/Government/Citywide-Programs-and-Initiatives/Denver-Smart-City/IOT-Platform-Data-Management', 'https://www.denvergov.org/content/denvergov/en/vision-zero/contact/vendor-form.html', 'https://www.denvergov.org/content/denvergov/en/home-page/shared-parking.html', 'https://www.denvergov.org/content/denvergov/en/mayors-office/newsroom/2018/denver--transportation-solutions--cherry-creek-business-communit.html', 'https://www.denvergov.org/content/denvergov/en/home-page/lots-and-garages/surface-lots.html', 'https://www.denvergov.org/content/denvergov/en/vision-zero/reports.html', 'https://www.denvergov.org/content/denvergov/en/home-page/lots-and-garages/garages.html', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Permits/Residential-Parking-Permits', 'https://www.denvergov.org/files/assets/public/doti/documents/programsservices/park-smart-denver/five-points-curtis-park-welton-street-amp.pdf', 'https://www.denvergov.org/files/assets/public/doti/documents/programsservices/park-smart-denver/five-points_curtis-park.pdf', 'https://denvergov.org/files/assets/public/doti/documents/programsservices/park-smart-denver/denver-parking-fine-schedule.pdf', 'https://www.denvergov.org/content/denvergov/en/vision-zero/culture-of-safety.html', 'https://www.denvergov.org/files/assets/public/doti/documents/programsservices/park-smart-denver/cole-river-north-cap.pdf', 'https://www.denvergov.org/content/denvergov/en/vision-zero/reduce-speed.html', 'https://www.denvergov.org/Government/Citywide-Programs-and-Initiatives', 'https://www.denvergov.org/content/denvergov/en/vision-zero/blog.html', 'https://www.denvergov.org/content/dam/denvergov/Portals/681/documents/2web%20site%20flyer.pdf', 'https://www.denvergov.org/content/denvergov/en/vision-zero/safe-streets.html', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Accessible-Parking', 'https://www.denvergov.org/files/assets/public/doti/documents/programsservices/park-smart-denver/2022-parking-citation-fine-schedule.pdf', 'https://www.denvergov.org/files/assets/public/job-center/documents/jobspecifications/electronic_systems_technician_ii_cj3312.pdf', 'https://denvergov.org/Business/Business-Licensing-Redirect/Business-Licenses-Directory', 'https://denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Permit-Rules-Regulations', 'https://www.denvergov.org/Business/Contract-Administration/Bids/RFQ-Infrastructure-Investment-Jobs', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Department-of-Finance/Our-Divisions/Budget-Management-Office-BMO/Peak-Performance', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Climate-Action-Sustainability-Resiliency/Programs-and-Services/Home-Energy-Rebates-and-Incentives', 'https://www.denvergov.org/content/dam/denvergov/Portals/728/documents/Peak_Performance/Sustainability/PEAKClimateEnergyAQ2.pdf', 'https://www.denvergov.org/files/assets/public/community-planning-and-development/documents/planning-general/comprehensive-plan/denver_comprehensive_plan_2040_city_council_draft.pdf', 'https://www.denvergov.org/content/denvergov/en/vision-zero/federal-boulevard.html', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Permits/Hang-Tags', 'https://denvergov.org/Government/Departments/Motor-Vehicle', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Permits/Right-of-Way-Parking', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Plans-and-Outreach', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Public-Health-Environment/Environmental-Quality/Air-Quality/Love-My-Air', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Permits/Car-Share-Permit-Program', 'https://www.denvergov.org/Government/Elected-Officials/Mayor', 'https://denvergov.org/Public-Safety/Police-Department/Traffic-Enforcement', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Department-of-Housing-Stability/About-Housing-Stability/Plans-and-Reports/2022-Action-Plan', 'https://www.denvergov.org/Government/Departments/Office-of-the-Municipal-Public-Defender', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Parking-Division/Tickets-and-Towing/Parking-Ordinances', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Human-Rights-Community-Partnerships/Commissions/Nonprofit-Engagement-Commission?oc_lang=fr', 'https://www.denvergov.org/Government/Departments/Office-of-Human-Resources/programs-and-policies/employee-recognition/5281/5281-Award-Winners-2019', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Department-of-Transportation-and-Infrastructure/Programs-Services/Street-Sweeping', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Technology-Services', 'https://www.denvergov.org/Government/Departments/Parking-Division/A-Permits', 'https://denvergov.org/Vehicles-Parking/Vehicles/Towing-and-Impound', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Public-Health-Environment/Community-Behavioral-Health/Behavioral-Health-Strategies/Support-Team-Assisted-Response-STAR-Program', 'https://www.denvergov.org/content/denvergov/en/vision-zero/community-voices.html', 'https://denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Community-Planning-and-Development/Planning/Comprehensive-Plan-2040', 'https://www.denvergov.org/content/denvergov/en/vision-zero/blog/articles.html', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Economic-Development-Opportunity/DEDO-News/2021/Melio-Opens-Western-Denver-Headquarters-To-Support-Rapid-Growth', 'https://www.denvergov.org/content/denvergov/en/vision-zero/community-program.html', 'https://denvergov.org/Community/Parks-and-Public-Spaces/Swimming-Pools', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Police-Department/Police-Directory', 'https://www.denvergov.org/content/dam/denvergov/Portals/743/documents/SigninSheet/rfq-shared-micromobility-pre-bid.pdf', 'https://www.denvergov.org/Directory', 'https://denvergov.org/Vehicles-Parking/Parking/Public-Parking-Lots-and-Garages', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/General-Services/Energy-Office', 'https://www.denvergov.org/Government/COVID-19-Information/Guidance-Resources/Residents/Relief-Resources-for-Residents/Food-Assistance', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Denver-Human-Services/Be-Involved/Donate?OC_EA_EmergencyAnnouncementList_Dismiss=5ec40e68-1de1-43a9-a9e5-6bb82fda3e47&oc_lang=sq', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Department-of-Transportation-and-Infrastructure/Programs-Services/Projects', 'https://www.denvergov.org/Business/Business-Tax', 'https://www.denvergov.org/Business/Employer-Assistance-and-Resources', 'https://www.denvergov.org/Government/Agencies-Departments-Offices/Agencies-Departments-Offices-Directory/Mayors-Office/Programs-and-Initiatives/Mobility-Action-Plan', 'https://www.denvergov.org/My-Property/Remodeling-and-Construction', 'https://www.denvergov.org/Business/Build-Your-Business', 'https://www.denvergov.org/Public-Safety/Fire-Department/Find-a-Fire-Station', 'https://www.denvergov.org/Community/Activities-Programs-and-Events', 'https://www.denvergov.org/Business/Find-Jobs', 'https://www.denvergov.org/Government/Data-and-Maps', 'https://www.denvergov.org/Business/Business-Resources', 'https://www.denvergov.org/Community/Building-and-Development', 'https://www.denvergov.org/Community/Getting-Around', 'https://www.denvergov.org/Community/Neighborhoods', 'https://www.denvergov.org/Business/Business-Resources/Pandemic-Emergency-Relief-and-Recovery', 'https://www.denvergov.org/media/denverapps/cfreports///2019//Municipal//Sandoval_Amanda/2019_Sandoval-Amanda_PreElection19.pdf', 'https://www.denvergov.org/Community/Building-and-Development/Transportation-Infrastructure-Document-Center', 'https://denvergov.org/Community/Getting-Around/Pedestrian-Program', 'https://www.denvergov.org/Business/Work-with-the-City', 'https://www.denvergov.org/Community/Sustainability', 'https://www.denvergov.org/Community/Animals', 'https://www.denvergov.org/Community/Parks-and-Public-Spaces/City-Venues-and-Buildings/Denver-International-Airport', 'https://www.denvergov.org/Events-directory/Holiday-Closures/Thanksgiving-Day', 'https://www.denvergov.org/Community/Visiting-Denver', 'https://www.denvergov.org/Community/Sustainability/Sustainability-Programs-Services', 'https://denvergov.org/Public-Safety/Department-of-Public-Safety/Community-Corrections', 'https://denvergov.org/Community/Parks-and-Public-Spaces/City-Venues-and-Buildings/McNichols-Building']"
G08026600,['https://www.firestoneco.gov/DocumentCenter/View/6666']
G08027425,"['https://www.fcgov.com/bicycling/rules', 'https://www.fcgov.com/business/innovation-economy', 'https://www.fcgov.com/council/futures.php?action=download&id=354&ts=6ccb51d18a7b5f04201919e55e18e03f', 'https://www.fcgov.com/citymanager/files/20-22326-2020-strategic-plan-document_final.pdf']"
G08027700,['https://www.fortlupton.org/DocumentCenter/View/6363/2019-2020-Strategic-Plan-']
G08030835,"['https://www.cityofgolden.net/media/GoldenFiberMasterPlanBroadbandStudy.pdf', 'https://www.cityofgolden.net/media/2018ParksAnnualReport.pdf', 'https://www.cityofgolden.net/media/1stQuarter2022.pdf', 'https://www.cityofgolden.net/media/2020StrategicActionPlan.pdf']"
G08032155,"['https://greeleygov.com/docs/default-source/default-document-library/executive-summary-city-of-greeley-town-of-windsor-broadband-roadmap.pdf', 'https://greeleygov.com/docs/default-source/default-document-library/swot-analysis-on-broadband-modelscouncilmemo6360d0c09bcf6c2b8a5fff0000bd1d61.pdf']"
G08045955,['https://cityoflonetree.com/wp-content/uploads/2019/10/City-Center-Sub-Area-Plan-spread-view.pdf']
G08045970,['https://www.longmontcolorado.gov/home/showpublisheddocument/29972/637133917180730000']
G08048445,"['https://www.manitouspringsgov.com/427/Bear-Smart-Manitou-Springs', 'https://www.manitouspringsgov.com/588/Vision', 'https://www.manitouspringsgov.com/178/Neighborhood-Cop-Program', 'https://www.manitouspringsgov.com/635/Sexually-Violent-Predators', 'https://www.manitouspringsgov.com/697/Lost-and-Found', 'https://www.manitouspringsgov.com/628/_Communications', 'https://www.manitouspringsgov.com/sitemap', 'https://www.manitouspringsgov.com/27/Government', 'https://www.manitouspringsgov.com/323/Publications-Plans-Reports', 'https://www.manitouspringsgov.com/629/Construction-Updates', 'https://www.manitouspringsgov.com/129/Agendas-Minutes', 'https://www.manitouspringsgov.com/173/_Human-Resources', 'https://www.manitouspringsgov.com/174/_Police']"
G08051800,['https://www.townofmonument.org/DocumentCenter/View/2786/Town-of-Monument-Annual-Report-2020-PDF-opens-in-new-window']
G08077290,"['http://www.thorntonco.gov/government/infrastructure/traffic/Documents/Webpage%20FAQs.pdf', 'https://www.thorntonco.gov/government/citydevelopment/planning/Documents/2020-comp-plan/2020%20Comp%20Plan%20Chapter%203.pdf', 'https://www.thorntonco.gov/government/citydevelopment/planning/Documents/2020-comp-plan/2020%20Comp%20Plan%20Chapter%202.pdf']"
G08083835,"['https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/Departments/Community%20Development/Transportation%20%26%20Mobility/TIGER/Downtown%20Westminster%20-%20Attachment%20C%20-%20Letters%20of%20Support.pdf', 'https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/Departments/Community%20Development/Transportation%20%26%20Mobility/TIGER/CO%20Smart%20Cities%20Alliance_Support%20Letter%20Westminster%20TIGER.pdf', 'https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/Departments/Community%20Development/Transportation%20%26%20Mobility/TIGER/Downtown%20Westminster%20-%20Attachment%20D%20-%20Detailed%20Project%20Schedule.pdf', 'https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/Departments/Community%20Development/Transportation%20%26%20Mobility/TIGER/Westminster%20PRL%20Board_Support%20Letter%20Westminster%20TIGER.pdf', 'https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/Departments/Community%20Development/Transportation%20%26%20Mobility/TIGER/Bike%20JeffCo_Support%20Letter%20Westminster%20TIGER.pdf', 'https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/Budget/FINAL%202019%20PAFR%20for%20web.pdf', 'https://www.cityofwestminster.us/News/city-manager-don-tripp-provides-annual-executive-update-1', 'https://www.cityofwestminster.us/News/recycling-bins-closed-at-municipal-service-center-from-dec-17-20', 'https://www.cityofwestminster.us/News/city-seeking-input-for-railroad-quiet-zones-in-historic-westminster-1', 'https://www.cityofwestminster.us/News/answering-the-call-how-westminster-staff-helped-neighboring-communities-during-the-marshall-fire', 'https://www.cityofwestminster.us/News/answering-the-call-how-westminster-staff-helped-neighboring-communities-during-the-marshall-fire', 'https://www.cityofwestminster.us/News/westminster-city-council-votes-to-reduce-water-rates-for-residential-ratepayers-7', 'https://www.cityofwestminster.us/News/city-receives-first-place-award-for-innovative-use-of-technology-in-government-1', 'https://www.cityofwestminster.us/News/westminster-residents-may-have-inadvertently-received-city-of-englewoods-boil-water-advisory-1', 'https://www.cityofwestminster.us/News/sign-up-for-codered-emergency-notifications', 'https://www.cityofwestminster.us/News/have-your-household-hazardous-waste-picked-up-for-free', 'https://www.cityofwestminster.us/News/is-your-dog-licensed', 'https://www.cityofwestminster.us/News/call-before-you-dig-5', 'https://www.cityofwestminster.us/News/042619-update-westbury-officer-involved-shooting', 'https://www.cityofwestminster.us/News/recycle-your-christmas-tree-through-january-24', 'https://www.cityofwestminster.us/News/category/trail-closures', 'https://www.cityofwestminster.us/News/westy-craft-brew-fest-2022-in-photos', 'https://www.cityofwestminster.us/News/have-a-safe-and-spooky-halloween-during-covid-19', 'https://www.cityofwestminster.us/News/only-certain-fireworks-are-allowed-in-the-city', 'https://www.cityofwestminster.us/News/us-36-bikeway-detour-1', 'https://www.cityofwestminster.us/News/4th-of-july-celebration-in-photos', 'https://www.cityofwestminster.us/News/sheridan-underpass-construction-enters-new-phase-sept-8-1', 'https://www.cityofwestminster.us/News/free-accessible-transportation-now-available-in-westminster', 'https://www.cityofwestminster.us/News/top-taco-2022-in-photos', 'https://www.cityofwestminster.us/News/how-westminster-residents-can-help-those-affected-by-the-boulder-county-fires', 'https://www.cityofwestminster.us/News/top-taco-2022-in-photos', 'https://www.cityofwestminster.us/News/how-westminster-residents-can-help-those-affected-by-the-boulder-county-fires', 'https://www.cityofwestminster.us/News/solar-co-op-launches-for-unincorporated-adams-county-northglenn-and-westminster-residents-to-go-solar-together-1', 'https://www.cityofwestminster.us/News/grail-and-westminster-fire-department-partner-to-offer-galleri174-multi-cancer-early-detection-test-to-firefighters-1', 'https://www.cityofwestminster.us/News/westminster-joins-gift-card-donation-drive-for-marshall-fire-recovery-efforts', 'https://www.cityofwestminster.us/News/frequently-asked-high-water-usage-questions-answered', 'https://www.cityofwestminster.us/News/city-expands-rec-center-offerings-at-city-park-and-west-view-recreation-centers', 'https://www.cityofwestminster.us/News/huzzah-vintage-baseball-returns-to-westminster', 'https://www.cityofwestminster.us/News/downtown-westminster-a-hub-of-activity', 'https://www.cityofwestminster.us/News/council-votes-to-end-westminsters-state-of-emergency-1', 'https://www.cityofwestminster.us/News/small-business-spotlight-the-happy-caker-1', 'https://www.cityofwestminster.us/News/small-business-spotlight-kokopelli-beer-company-1', 'https://www.cityofwestminster.us/News/category/downtown-westminster', 'https://www.cityofwestminster.us/News/small-business-spotlight-hope-pediatric-dentistry-1', 'https://www.cityofwestminster.us/News/sheridan-traffic-pattern-changes-start-next-week-for-underpass-construction-1', 'https://www.cityofwestminster.us/News/countryside-pool-reopens-on-july-3', 'https://www.cityofwestminster.us/LinkClick.aspx?fileticket=zIE_PuvWMfo%3D&portalid=1', 'https://www.cityofwestminster.us/News/staying-afloat-during-a-lifeguard-shortage-1', 'https://www.cityofwestminster.us/News/trail-detours-and-closures-near-big-dry-creek-park-1', 'https://www.cityofwestminster.us/News/growth-and-water-rates-how-each-development-project-pays-its-way-1', 'https://www.cityofwestminster.us/News/category/fire', 'https://www.cityofwestminster.us/News/standley-bald-eagles-encounter-drama-tragedy', 'https://www.cityofwestminster.us/News/westminster-converts-street-lights-to-led', 'https://www.cityofwestminster.us/News/honoring-culture-and-history-at-torii-square-park-1', 'https://www.cityofwestminster.us/News/userid/3/westminster-selects-three-finalists-for-city-manager-1', 'https://www.cityofwestminster.us/News/new-secure-bike-shelters-open-at-westminster-and-broomfield-rtd-locations', 'https://www.cityofwestminster.us/News/residents-are-saving-both-water-and-money-with-waterwise-yards-1', 'https://www.cityofwestminster.us/News/060520-use-of-force-body-worn-cameras-anti-bias-policing', 'https://www.cityofwestminster.us/News/council-approves-application-for-st-mark-village-project', 'https://www.cityofwestminster.us/News/small-business-spotlight-colorado-sound-studio-1', 'https://www.cityofwestminster.us/News/small-business-spotlight-colorado-sound-studio-1', 'https://www.cityofwestminster.us/News/city-park-rec-center-helps-special-needs-class-dance-swim-and-zumba', 'https://www.cityofwestminster.us/News/where-does-your-drinking-water-come-from', 'https://www.cityofwestminster.us/News/a-birds-eye-view-of-westminsters-largest-rookery', 'https://www.cityofwestminster.us/News/small-cell-wireless-facilities-being-installed', 'https://www.cityofwestminster.us/News/fire-department-tests-hoses-and-ladders-to-save-lives', 'https://www.cityofwestminster.us/News/downtown-westminster-update-whats-going-on-and-whats-going-up', 'https://www.cityofwestminster.us/News/westminster-legacy-foundation-appoints-natalie-a-martinez-as-new-executive-director-1', 'https://www.cityofwestminster.us/News', 'https://www.cityofwestminster.us/News/update-02192020-captured-james-arthur-naulls-jr', 'https://www.cityofwestminster.us/News', 'https://www.cityofwestminster.us/News/update-02192020-captured-james-arthur-naulls-jr', 'https://www.cityofwestminster.us/News/where-westminster-residents-can-drop-off-their-ballot-this-election-year', 'https://www.cityofwestminster.us/News/save-water-and-money-with-the-free-grass-to-garden-program', 'https://www.cityofwestminster.us/News/college-hill-library-temporarily-relocating-for-the-summer-1', 'https://www.cityofwestminster.us/News/college-hill-library-temporarily-relocating-during-construction', 'https://www.cityofwestminster.us/News/amherst-parks-basketball-court-a-functional-work-of-art', 'https://www.cityofwestminster.us/News/what-is-a-stormwater-detention-pond', 'https://www.cityofwestminster.us/News/city-ensures-the-safety-of-standley-lake-dam', 'https://www.cityofwestminster.us/News/covid-19-testing-site-opens-in-fat-cats-parking-lot', 'https://www.cityofwestminster.us/News/westminster-city-clerk-to-depart-from-the-city-senior-deputy-clerk-appointed-as-interim-1', 'https://www.cityofwestminster.us/News/alamo-drafthouse-cinema-opens-in-downtown-westminster', 'https://www.cityofwestminster.us/News/250000-grant-program-to-help-city-of-westminster-residents-repair-and-winterize-homes-1', 'https://www.cityofwestminster.us/News/category/water', 'https://www.cityofwestminster.us/News/sheridan-traffic-pattern-changes-start-next-week-for-bikeway-underpass-construction-1', 'https://www.cityofwestminster.us/News/new-bikeway-connection-under-sheridan-blvd-starts-construction-in-october-1', 'https://www.cityofwestminster.us/News/lindsey-kimball-named-westminsters-new-economic-development-director-1', 'https://www.cityofwestminster.us/Portals/1/Documents/Residents%20-%20Documents/City%20Services/WestminsterEnergyActionPlanFINAL.pdf', 'https://www.cityofwestminster.us/News/city-terminates-face-covering-order-state-and-local-mandates-remain-in-effect', 'https://www.cityofwestminster.us/News/category/sustainability', 'https://www.cityofwestminster.us/Portals/1/Documents/Residents%20-%20Documents/City%20Services/WestminsterEnergyActionPlanFINAL.pdf', 'https://www.cityofwestminster.us/News/city-terminates-face-covering-order-state-and-local-mandates-remain-in-effect', 'https://www.cityofwestminster.us/News/category/sustainability', 'https://www.cityofwestminster.us/News/self-serve-mulch-site-closed-for-season-1', 'https://www.cityofwestminster.us/News/22119-20-year-anniversary-of-skiba-and-shivers-murders?fb_comment_id=2769713366372455_2777743602236098', 'https://www.cityofwestminster.us/News/westminster-unveils-art-224-la-carte-mobile-art-studiocoming-to-a-neighborhood-park-near-you', 'https://www.cityofwestminster.us/News/sign-up-for-the-large-item-clean-up-program', 'https://www.cityofwestminster.us/News/countryside-fields-renamed-roemersberger-ball-fields-after-community-champion', 'https://www.cityofwestminster.us/News/run-westy-run-food-truck-park-to-open-in-westminster-station-1', 'https://www.cityofwestminster.us/News/tom225s-herrera-mishler-named-westminsters-new-parks-recreation-and-libraries-director-1']"
